Algorithm,Dropped variable,Drift type,Drift magnitude,Variable importance,Drift time,Switched,MSE,SMAPE,Dropped drifting
Ensemble,Important,Incremental Drift,Large,Important,Test,True,85.3736844822718,5.41,True
Ensemble,Important,Incremental Drift,Large,Medium,Training,False,106.98894892564503,6.26,False
Ensemble,Important,Incremental Drift,Large,Medium,Training/Test,True,125.49744095260267,7.39,False
Ensemble,Important,Incremental Drift,Large,Medium,Test,True,85.41080752291124,5.73,False
Ensemble,Important,Incremental Drift,Large,Unimportant,Training,False,32.88831531008345,3.71,False
Ensemble,Important,Incremental Drift,Large,Unimportant,Training/Test,True,115.04326821882805,7.42,False
Ensemble,Important,Incremental Drift,Large,Unimportant,Test,False,160.98784343619974,7.87,False
Ensemble,Important,No Drift,No Drift,No Drift,No Drift,False,14.66767263003649,2.79,False
Ensemble,Important,Sudden Shock,Small,Important,3 days,False,15.78419108777016,2.89,True
Ensemble,Important,Sudden Shock,Large,Important,3 days,False,30.392069690812136,3.37,True
Ensemble,Important,Sudden Shock,Small,Important,7 days,False,14.824861533706288,2.78,True
Ensemble,Important,Sudden Shock,Large,Important,7 days,False,33.52404626785011,3.49,True
Ensemble,Medium,Sudden Drift,Small,Important,Training,False,22.52823088317196,3.18,False
Ensemble,Medium,Sudden Drift,Small,Important,Training/Test,False,27.101527296269865,3.64,False
Ensemble,Medium,Sudden Drift,Small,Important,Test,True,55.94501418732366,5.56,False
Ensemble,Medium,Sudden Drift,Small,Medium,Training,False,23.213889880803706,3.28,True
Ensemble,Medium,Sudden Drift,Small,Medium,Training/Test,False,35.74946179637228,4.26,True
Ensemble,Medium,Sudden Drift,Small,Medium,Test,True,59.56169263526479,5.73,True
Ensemble,Medium,Sudden Drift,Small,Unimportant,Training,False,17.26980321796654,2.98,False
Ensemble,Medium,Sudden Drift,Small,Unimportant,Training/Test,False,23.690545790653477,3.28,False
Ensemble,Medium,Sudden Drift,Small,Unimportant,Test,False,33.68689513314468,3.97,False
Ensemble,Medium,Sudden Drift,Large,Important,Training,False,137.3970030347656,6.71,False
Ensemble,Medium,Sudden Drift,Large,Important,Training/Test,False,141.15518261581778,7.54,False
Ensemble,Medium,Sudden Drift,Large,Important,Test,True,151.2979327818057,7.25,False
Ensemble,Medium,Sudden Drift,Large,Medium,Training,False,115.56262457026114,6.44,True
Ensemble,Medium,Sudden Drift,Large,Medium,Training/Test,False,213.23046204239785,9.29,True
Ensemble,Medium,Sudden Drift,Large,Medium,Test,True,199.1682996082654,8.48,True
Ensemble,Medium,Sudden Drift,Large,Unimportant,Training,False,28.610600157802683,3.59,False
Ensemble,Medium,Sudden Drift,Large,Unimportant,Training/Test,False,95.74932494388042,5.78,False
Ensemble,Medium,Sudden Drift,Large,Unimportant,Test,True,123.85723860687476,7.99,False
Ensemble,Medium,Incremental Drift,Small,Important,Training,False,23.17860330256346,3.18,False
Ensemble,Medium,Incremental Drift,Small,Important,Training/Test,True,50.76523806097961,5.28,False
Ensemble,Medium,Incremental Drift,Small,Important,Test,True,46.9803434205075,5.09,False
Ensemble,Medium,Incremental Drift,Small,Medium,Training,False,24.46649944966692,3.29,True
Ensemble,Medium,Incremental Drift,Small,Medium,Training/Test,True,62.50280698169073,5.92,True
Ensemble,Medium,Incremental Drift,Small,Medium,Test,True,47.36654218201385,5.01,True
Ensemble,Medium,Incremental Drift,Small,Unimportant,Training,False,17.391136834222085,2.95,False
Ensemble,Medium,Incremental Drift,Small,Unimportant,Training/Test,False,30.72204888076327,3.79,False
Ensemble,Medium,Incremental Drift,Small,Unimportant,Test,False,28.902402219469906,3.67,False
Ensemble,Medium,Incremental Drift,Large,Important,Training,False,98.43631689099033,6.09,False
Ensemble,Medium,Incremental Drift,Large,Important,Training/Test,True,151.8924905402316,8.03,False
Ensemble,Medium,Incremental Drift,Large,Important,Test,True,62.40908005536117,4.86,False
Ensemble,Medium,Incremental Drift,Large,Medium,Training,False,115.93751178787772,6.51,True
Ensemble,Medium,Incremental Drift,Large,Medium,Training/Test,True,203.44246736222584,9.0,True
Ensemble,Medium,Incremental Drift,Large,Medium,Test,True,105.14004002658857,5.88,True
Ensemble,Medium,Incremental Drift,Large,Unimportant,Training,False,30.7709584565513,3.71,False
Ensemble,Medium,Incremental Drift,Large,Unimportant,Training/Test,True,115.19149150350302,7.41,False
Ensemble,Medium,Incremental Drift,Large,Unimportant,Test,False,155.57643082783463,7.41,False
Ensemble,Medium,No Drift,No Drift,No Drift,No Drift,False,15.501332945951384,2.85,False
Ensemble,Medium,Sudden Shock,Small,Important,3 days,False,16.639384302757836,2.91,False
Ensemble,Medium,Sudden Shock,Large,Important,3 days,False,27.050734438474223,3.11,False
Ensemble,Medium,Sudden Shock,Small,Important,7 days,False,14.603274259078336,2.75,False
Ensemble,Medium,Sudden Shock,Large,Important,7 days,False,24.48894005467868,3.12,False
Ensemble,Unimportant,Sudden Drift,Small,Important,Training,False,22.19404643868493,3.2,False
Ensemble,Unimportant,Sudden Drift,Small,Important,Training/Test,False,23.737263120894507,3.37,False
Ensemble,Unimportant,Sudden Drift,Small,Important,Test,True,59.06727315047545,5.74,False
Ensemble,Unimportant,Sudden Drift,Small,Medium,Training,False,23.782951207589576,3.34,False
Ensemble,Unimportant,Sudden Drift,Small,Medium,Training/Test,False,24.459509358019304,3.57,False
Ensemble,Unimportant,Sudden Drift,Small,Medium,Test,True,55.14070978087892,5.46,False
Ensemble,Unimportant,Sudden Drift,Small,Unimportant,Training,False,16.910876539253007,2.9,True
Ensemble,Unimportant,Sudden Drift,Small,Unimportant,Training/Test,False,21.49654222000131,3.14,True
Ensemble,Unimportant,Sudden Drift,Small,Unimportant,Test,False,28.99255814255741,3.57,True
Ensemble,Unimportant,Sudden Drift,Large,Important,Training,False,155.7574630098213,6.88,False
Ensemble,Unimportant,Sudden Drift,Large,Important,Training/Test,False,109.07300164376848,6.01,False
Ensemble,Unimportant,Sudden Drift,Large,Important,Test,True,157.8910997335905,7.4,False
Ensemble,Unimportant,Sudden Drift,Large,Medium,Training,False,108.42833942791216,6.24,False
Ensemble,Unimportant,Sudden Drift,Large,Medium,Training/Test,False,54.69708048525503,4.31,False
Ensemble,Unimportant,Sudden Drift,Large,Medium,Test,True,180.58866665897744,8.1,False
Ensemble,Unimportant,Sudden Drift,Large,Unimportant,Training,False,27.10748541268435,3.43,True
Ensemble,Unimportant,Sudden Drift,Large,Unimportant,Training/Test,False,108.4347618979737,5.89,True
Ensemble,Unimportant,Sudden Drift,Large,Unimportant,Test,True,132.9232916995173,8.2,True
Ensemble,Unimportant,Incremental Drift,Small,Important,Training,False,22.74370570815348,3.25,False
Ensemble,Unimportant,Incremental Drift,Small,Important,Training/Test,True,47.065236947853336,5.04,False
Ensemble,Unimportant,Incremental Drift,Small,Important,Test,True,47.85630735654735,5.13,False
Ensemble,Unimportant,Incremental Drift,Small,Medium,Training,False,21.488296920090747,3.11,False
Ensemble,Unimportant,Incremental Drift,Small,Medium,Training/Test,False,34.951511953589545,4.23,False
Ensemble,Unimportant,Incremental Drift,Small,Medium,Test,True,46.3341531691436,4.89,False
Ensemble,Unimportant,Incremental Drift,Small,Unimportant,Training,False,17.663633479722584,2.96,True
Ensemble,Unimportant,Incremental Drift,Small,Unimportant,Training/Test,False,28.241550180316064,3.54,True
Ensemble,Unimportant,Incremental Drift,Small,Unimportant,Test,False,25.514896232459137,3.37,True
Ensemble,Unimportant,Incremental Drift,Large,Important,Training,False,99.694358708337,6.06,False
Ensemble,Unimportant,Incremental Drift,Large,Important,Training/Test,True,154.9717561102878,8.24,False
Ensemble,Unimportant,Incremental Drift,Large,Important,Test,True,65.92601200473406,4.97,False
Ensemble,Unimportant,Incremental Drift,Large,Medium,Training,False,117.60560024987257,6.64,False
Ensemble,Unimportant,Incremental Drift,Large,Medium,Training/Test,True,129.13819697494185,7.61,False
Ensemble,Unimportant,Incremental Drift,Large,Medium,Test,True,86.59960965741259,5.77,False
Ensemble,Unimportant,Incremental Drift,Large,Unimportant,Training,False,29.524241190968446,3.7,True
Ensemble,Unimportant,Incremental Drift,Large,Unimportant,Training/Test,True,130.9611768947695,8.07,True
Ensemble,Unimportant,Incremental Drift,Large,Unimportant,Test,False,151.9565387572638,7.07,True
Ensemble,Unimportant,No Drift,No Drift,No Drift,No Drift,False,14.68699090634383,2.77,False
Ensemble,Unimportant,Sudden Shock,Small,Important,3 days,False,16.91489626821379,2.94,False
Ensemble,Unimportant,Sudden Shock,Large,Important,3 days,False,28.437836479222117,3.22,False
Ensemble,Unimportant,Sudden Shock,Small,Important,7 days,False,16.013993340430346,2.92,False
Ensemble,Unimportant,Sudden Shock,Large,Important,7 days,False,23.67235189347388,3.13,False
Gradient boosted decision tree,None,Sudden Drift,Small,Important,Training,False,22.698074441968465,3.35,False
Gradient boosted decision tree,None,Sudden Drift,Small,Important,Training/Test,False,62.5115653650644,5.1,False
Gradient boosted decision tree,None,Sudden Drift,Small,Important,Test,False,99.92823991238612,6.79,False
Gradient boosted decision tree,None,Sudden Drift,Small,Medium,Training,False,18.67242400791109,3.09,False
Gradient boosted decision tree,None,Sudden Drift,Small,Medium,Training/Test,False,24.219812930013248,3.42,False
Gradient boosted decision tree,None,Sudden Drift,Small,Medium,Test,False,24.726313304362066,3.44,False
Gradient boosted decision tree,None,Sudden Drift,Small,Unimportant,Training,False,19.783680900561915,3.12,False
Gradient boosted decision tree,None,Sudden Drift,Small,Unimportant,Training/Test,False,21.409209738824668,3.23,False
Gradient boosted decision tree,None,Sudden Drift,Small,Unimportant,Test,False,17.770006332633223,2.94,False
Gradient boosted decision tree,None,Sudden Drift,Large,Important,Training,False,142.64355729665334,7.26,False
Gradient boosted decision tree,None,Sudden Drift,Large,Important,Training/Test,False,48.717764919336496,4.05,False
Gradient boosted decision tree,None,Sudden Drift,Large,Important,Test,False,1090.4635772352024,23.81,False
Gradient boosted decision tree,None,Sudden Drift,Large,Medium,Training,False,24.68826254190897,3.46,False
Gradient boosted decision tree,None,Sudden Drift,Large,Medium,Training/Test,False,51.51160725059533,5.1,False
Gradient boosted decision tree,None,Sudden Drift,Large,Medium,Test,False,95.20743444862488,7.71,False
Gradient boosted decision tree,None,Sudden Drift,Large,Unimportant,Training,False,18.19794253556042,3.05,False
Gradient boosted decision tree,None,Sudden Drift,Large,Unimportant,Training/Test,False,21.04904912113581,3.12,False
Gradient boosted decision tree,None,Sudden Drift,Large,Unimportant,Test,False,21.778314630049547,3.31,False
Gradient boosted decision tree,None,Incremental Drift,Small,Important,Training,False,25.55057911890899,3.53,False
Gradient boosted decision tree,None,Incremental Drift,Small,Important,Training/Test,False,85.52335835165114,6.15,False
Gradient boosted decision tree,None,Incremental Drift,Small,Important,Test,False,84.83778758769584,6.05,False
Gradient boosted decision tree,None,Incremental Drift,Small,Medium,Training,False,19.54402290567532,3.2,False
Gradient boosted decision tree,None,Incremental Drift,Small,Medium,Training/Test,False,32.2032422013264,3.92,False
Gradient boosted decision tree,None,Incremental Drift,Small,Medium,Test,False,23.637643062673146,3.34,False
Gradient boosted decision tree,None,Incremental Drift,Small,Unimportant,Training,False,19.88644078497115,3.17,False
Gradient boosted decision tree,None,Incremental Drift,Small,Unimportant,Training/Test,False,20.215909799434765,3.17,False
Gradient boosted decision tree,None,Incremental Drift,Small,Unimportant,Test,False,17.89218671021576,2.93,False
Gradient boosted decision tree,None,Incremental Drift,Large,Important,Training,False,145.69579490579105,7.29,False
Gradient boosted decision tree,None,Incremental Drift,Large,Important,Training/Test,False,735.5730372798654,17.97,False
Gradient boosted decision tree,None,Incremental Drift,Large,Important,Test,False,863.0529492523456,20.08,False
Gradient boosted decision tree,None,Incremental Drift,Large,Medium,Training,False,25.81971934526112,3.52,False
Gradient boosted decision tree,None,Incremental Drift,Large,Medium,Training/Test,False,76.39110381859565,6.57,False
Gradient boosted decision tree,None,Incremental Drift,Large,Medium,Test,False,79.13796486179756,6.78,False
Gradient boosted decision tree,None,Incremental Drift,Large,Unimportant,Training,False,19.61036165091653,3.17,False
Gradient boosted decision tree,None,Incremental Drift,Large,Unimportant,Training/Test,False,24.33504280300372,3.45,False
Gradient boosted decision tree,None,Incremental Drift,Large,Unimportant,Test,False,20.298680328212328,3.17,False
Gradient boosted decision tree,None,No Drift,No Drift,No Drift,No Drift,False,19.73650443241323,3.08,False
Gradient boosted decision tree,None,Sudden Shock,Small,Important,3 days,False,22.83630271163447,3.39,False
Gradient boosted decision tree,None,Sudden Shock,Large,Important,3 days,False,39.26234578397332,3.73,False
Gradient boosted decision tree,None,Sudden Shock,Small,Important,7 days,False,19.910341217226364,3.21,False
Gradient boosted decision tree,None,Sudden Shock,Large,Important,7 days,False,39.71690467115105,3.59,False
Gradient boosted decision tree,Important,Sudden Drift,Small,Important,Training,False,43.75855881083324,4.82,True
Gradient boosted decision tree,Important,Sudden Drift,Small,Important,Training/Test,False,63.81026492955047,5.16,True
Gradient boosted decision tree,Important,Sudden Drift,Small,Important,Test,False,96.9017200659096,7.03,True
Gradient boosted decision tree,Important,Sudden Drift,Small,Medium,Training,False,20.972585555154065,3.27,False
Gradient boosted decision tree,Important,Sudden Drift,Small,Medium,Training/Test,False,23.554564381591813,3.37,False
Gradient boosted decision tree,Important,Sudden Drift,Small,Medium,Test,False,27.20857408180844,3.71,False
Gradient boosted decision tree,Important,Sudden Drift,Small,Unimportant,Training,False,22.285958025337354,3.32,False
Gradient boosted decision tree,Important,Sudden Drift,Small,Unimportant,Training/Test,False,22.471794152332937,3.34,False
Gradient boosted decision tree,Important,Sudden Drift,Small,Unimportant,Test,False,18.10856385602753,3.03,False
Gradient boosted decision tree,Important,Sudden Drift,Large,Important,Training,False,131.68179587264976,6.86,True
Gradient boosted decision tree,Important,Sudden Drift,Large,Important,Training/Test,False,61.249519851844205,4.12,True
Gradient boosted decision tree,Important,Sudden Drift,Large,Important,Test,False,1084.8694010033976,24.11,True
Gradient boosted decision tree,Important,Sudden Drift,Large,Medium,Training,False,23.82525385514341,3.41,False
Gradient boosted decision tree,Important,Sudden Drift,Large,Medium,Training/Test,False,50.44216344796492,5.02,False
Gradient boosted decision tree,Important,Sudden Drift,Large,Medium,Test,False,106.69797303682728,8.41,False
Gradient boosted decision tree,Important,Sudden Drift,Large,Unimportant,Training,False,18.900717612558957,3.11,False
Gradient boosted decision tree,Important,Sudden Drift,Large,Unimportant,Training/Test,False,20.964630949099877,3.18,False
Gradient boosted decision tree,Important,Sudden Drift,Large,Unimportant,Test,False,22.31979315578153,3.37,False
Gradient boosted decision tree,Important,Incremental Drift,Small,Important,Training,False,43.064325000891294,4.76,True
Gradient boosted decision tree,Important,Incremental Drift,Small,Important,Training/Test,False,83.37132052468019,5.99,True
Gradient boosted decision tree,Important,Incremental Drift,Small,Important,Test,False,81.69858096728312,6.21,True
Gradient boosted decision tree,Important,Incremental Drift,Small,Medium,Training,False,17.563924326319245,3.01,False
Gradient boosted decision tree,Important,Incremental Drift,Small,Medium,Training/Test,False,27.662412596547405,3.67,False
Gradient boosted decision tree,Important,Incremental Drift,Small,Medium,Test,False,25.363927979149835,3.56,False
Gradient boosted decision tree,Important,Incremental Drift,Small,Unimportant,Training,False,21.263182406231397,3.29,False
Gradient boosted decision tree,Important,Incremental Drift,Small,Unimportant,Training/Test,False,21.738685177796,3.29,False
Gradient boosted decision tree,Important,Incremental Drift,Small,Unimportant,Test,False,18.108922964642545,3.04,False
Gradient boosted decision tree,Important,Incremental Drift,Large,Important,Training,False,292.0513435266842,10.52,True
Gradient boosted decision tree,Important,Incremental Drift,Large,Important,Training/Test,False,797.2889043311862,19.62,True
Gradient boosted decision tree,Important,Incremental Drift,Large,Important,Test,False,858.1436585341548,20.35,True
Gradient boosted decision tree,Important,Incremental Drift,Large,Medium,Training,False,28.344450905467426,3.66,False
Gradient boosted decision tree,Important,Incremental Drift,Large,Medium,Training/Test,False,72.39012793858889,6.34,False
Gradient boosted decision tree,Important,Incremental Drift,Large,Medium,Test,False,87.95347708425142,7.38,False
Gradient boosted decision tree,Important,Incremental Drift,Large,Unimportant,Training,False,19.75285388144265,3.19,False
Gradient boosted decision tree,Important,Incremental Drift,Large,Unimportant,Training/Test,False,25.62842228568061,3.55,False
Gradient boosted decision tree,Important,Incremental Drift,Large,Unimportant,Test,False,20.574289046327333,3.22,False
Gradient boosted decision tree,Important,No Drift,No Drift,No Drift,No Drift,False,18.80481720493161,3.13,False
Gradient boosted decision tree,Important,Sudden Shock,Small,Important,3 days,False,21.175478120035656,3.32,True
Gradient boosted decision tree,Important,Sudden Shock,Large,Important,3 days,False,55.12362448937399,4.22,True
Gradient boosted decision tree,Important,Sudden Shock,Small,Important,7 days,False,20.353969091801112,3.24,True
Gradient boosted decision tree,Important,Sudden Shock,Large,Important,7 days,False,64.47781797953512,4.18,True
Gradient boosted decision tree,Medium,Sudden Drift,Small,Important,Training,False,24.226445738296498,3.45,False
Gradient boosted decision tree,Medium,Sudden Drift,Small,Important,Training/Test,False,56.074347571531526,4.76,False
Gradient boosted decision tree,Medium,Sudden Drift,Small,Important,Test,False,103.400573569599,6.93,False
Gradient boosted decision tree,Medium,Sudden Drift,Small,Medium,Training,False,19.03748727445794,3.11,True
Gradient boosted decision tree,Medium,Sudden Drift,Small,Medium,Training/Test,False,19.13848369780654,3.06,True
Gradient boosted decision tree,Medium,Sudden Drift,Small,Medium,Test,False,25.939289256587653,3.49,True
Gradient boosted decision tree,Medium,Sudden Drift,Small,Unimportant,Training,False,19.528044949597422,3.09,False
Gradient boosted decision tree,Medium,Sudden Drift,Small,Unimportant,Training/Test,False,24.928978262784742,3.41,False
Gradient boosted decision tree,Medium,Sudden Drift,Small,Unimportant,Test,False,19.5169549759776,3.11,False
Gradient boosted decision tree,Medium,Sudden Drift,Large,Important,Training,False,131.13792141027025,6.93,False
Gradient boosted decision tree,Medium,Sudden Drift,Large,Important,Training/Test,False,47.63646127629314,4.0,False
Gradient boosted decision tree,Medium,Sudden Drift,Large,Important,Test,False,1114.589791472843,24.17,False
Gradient boosted decision tree,Medium,Sudden Drift,Large,Medium,Training,False,21.51728357483071,3.28,True
Gradient boosted decision tree,Medium,Sudden Drift,Large,Medium,Training/Test,False,52.44167186763654,5.17,True
Gradient boosted decision tree,Medium,Sudden Drift,Large,Medium,Test,False,95.59165207468332,7.64,True
Gradient boosted decision tree,Medium,Sudden Drift,Large,Unimportant,Training,False,17.421238457576944,2.97,False
Gradient boosted decision tree,Medium,Sudden Drift,Large,Unimportant,Training/Test,False,21.2092483104172,3.23,False
Gradient boosted decision tree,Medium,Sudden Drift,Large,Unimportant,Test,False,23.435862760383785,3.43,False
Gradient boosted decision tree,Medium,Incremental Drift,Small,Important,Training,False,25.589339790861352,3.53,False
Gradient boosted decision tree,Medium,Incremental Drift,Small,Important,Training/Test,False,79.57092255840708,5.83,False
Gradient boosted decision tree,Medium,Incremental Drift,Small,Important,Test,False,87.24811293148666,6.11,False
Gradient boosted decision tree,Medium,Incremental Drift,Small,Medium,Training,False,20.16282832616135,3.21,True
Gradient boosted decision tree,Medium,Incremental Drift,Small,Medium,Training/Test,False,26.379907881885018,3.48,True
Gradient boosted decision tree,Medium,Incremental Drift,Small,Medium,Test,False,24.542434793603903,3.36,True
Gradient boosted decision tree,Medium,Incremental Drift,Small,Unimportant,Training,False,18.74172530552589,3.08,False
Gradient boosted decision tree,Medium,Incremental Drift,Small,Unimportant,Training/Test,False,21.01532922997168,3.23,False
Gradient boosted decision tree,Medium,Incremental Drift,Small,Unimportant,Test,False,19.22810171975871,3.08,False
Gradient boosted decision tree,Medium,Incremental Drift,Large,Important,Training,False,141.23581145294926,7.15,False
Gradient boosted decision tree,Medium,Incremental Drift,Large,Important,Training/Test,False,713.5536374230869,17.69,False
Gradient boosted decision tree,Medium,Incremental Drift,Large,Important,Test,False,883.1807534206195,20.34,False
Gradient boosted decision tree,Medium,Incremental Drift,Large,Medium,Training,False,24.774584778541392,3.5,True
Gradient boosted decision tree,Medium,Incremental Drift,Large,Medium,Training/Test,False,75.145962391637,6.57,True
Gradient boosted decision tree,Medium,Incremental Drift,Large,Medium,Test,False,78.74043495941329,6.64,True
Gradient boosted decision tree,Medium,Incremental Drift,Large,Unimportant,Training,False,18.831304143804743,3.1,False
Gradient boosted decision tree,Medium,Incremental Drift,Large,Unimportant,Training/Test,False,24.26062657746765,3.4,False
Gradient boosted decision tree,Medium,Incremental Drift,Large,Unimportant,Test,False,21.773026938734056,3.28,False
Gradient boosted decision tree,Medium,No Drift,No Drift,No Drift,No Drift,False,19.88210554318485,3.14,False
Gradient boosted decision tree,Medium,Sudden Shock,Small,Important,3 days,False,19.4446875278143,3.1,False
Gradient boosted decision tree,Medium,Sudden Shock,Large,Important,3 days,False,40.33286751817535,3.69,False
Gradient boosted decision tree,Medium,Sudden Shock,Small,Important,7 days,False,18.26382061581224,3.03,False
Gradient boosted decision tree,Medium,Sudden Shock,Large,Important,7 days,False,36.30032095712585,3.41,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Small,Important,Training,False,25.12714032918597,3.51,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Small,Important,Training/Test,False,57.68850272821426,4.82,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Small,Important,Test,False,102.17367671957922,7.08,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Small,Medium,Training,False,18.20299775754117,3.03,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Small,Medium,Training/Test,False,21.170540145364207,3.22,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Small,Medium,Test,False,28.04459341885413,3.76,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Small,Unimportant,Training,False,18.66607051783766,3.11,True
Gradient boosted decision tree,Unimportant,Sudden Drift,Small,Unimportant,Training/Test,False,19.243572719758827,3.18,True
Gradient boosted decision tree,Unimportant,Sudden Drift,Small,Unimportant,Test,False,19.30084737184664,3.09,True
Gradient boosted decision tree,Unimportant,Sudden Drift,Large,Important,Training,False,125.05408437681614,6.79,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Large,Important,Training/Test,False,44.51673532162181,3.84,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Large,Important,Test,False,1106.374325594035,24.19,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Large,Medium,Training,False,21.353489709094923,3.2,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Large,Medium,Training/Test,False,41.913340165194775,4.48,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Large,Medium,Test,False,107.49219230653812,8.35,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Large,Unimportant,Training,False,18.84309567162932,3.1,True
Gradient boosted decision tree,Unimportant,Sudden Drift,Large,Unimportant,Training/Test,False,22.72850972766676,3.37,True
Gradient boosted decision tree,Unimportant,Sudden Drift,Large,Unimportant,Test,False,25.36598234604709,3.57,True
Gradient boosted decision tree,Unimportant,Incremental Drift,Small,Important,Training,False,24.52326837722043,3.43,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Small,Important,Training/Test,False,81.00406952937544,5.95,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Small,Important,Test,False,85.54143549371754,6.21,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Small,Medium,Training,False,19.659703350149808,3.16,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Small,Medium,Training/Test,False,24.07430487436025,3.54,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Small,Medium,Test,False,26.3187237263764,3.61,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Small,Unimportant,Training,False,22.63804733953718,3.42,True
Gradient boosted decision tree,Unimportant,Incremental Drift,Small,Unimportant,Training/Test,False,21.588202072900536,3.23,True
Gradient boosted decision tree,Unimportant,Incremental Drift,Small,Unimportant,Test,False,19.009167224204425,3.06,True
Gradient boosted decision tree,Unimportant,Incremental Drift,Large,Important,Training,False,135.42313363254823,7.12,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Large,Important,Training/Test,False,730.0691862842151,18.1,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Large,Important,Test,False,874.0441744046398,20.39,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Large,Medium,Training,False,24.997679018407823,3.41,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Large,Medium,Training/Test,False,74.29089639182558,6.56,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Large,Medium,Test,False,88.97169420817585,7.29,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Large,Unimportant,Training,False,20.25909268211992,3.19,True
Gradient boosted decision tree,Unimportant,Incremental Drift,Large,Unimportant,Training/Test,False,26.307369576363374,3.62,True
Gradient boosted decision tree,Unimportant,Incremental Drift,Large,Unimportant,Test,False,23.302651936415263,3.38,True
Gradient boosted decision tree,Unimportant,No Drift,No Drift,No Drift,No Drift,False,18.638379367195704,3.05,False
Gradient boosted decision tree,Unimportant,Sudden Shock,Small,Important,3 days,False,23.742627930058354,3.39,False
Gradient boosted decision tree,Unimportant,Sudden Shock,Large,Important,3 days,False,37.83139879848272,3.62,False
Gradient boosted decision tree,Unimportant,Sudden Shock,Small,Important,7 days,False,19.543393806201408,3.13,False
Gradient boosted decision tree,Unimportant,Sudden Shock,Large,Important,7 days,False,37.63807443014561,3.43,False
Ensemble,None,Sudden Drift,Small,Important,Training,False,22.698074441968465,3.35,False
Ensemble,None,Sudden Drift,Small,Important,Training/Test,False,62.5115653650644,5.1,False
Ensemble,None,Sudden Drift,Small,Important,Test,True,68.07165561599442,5.82,False
Ensemble,None,Sudden Drift,Small,Medium,Training,False,18.67242400791109,3.09,False
Ensemble,None,Sudden Drift,Small,Medium,Training/Test,False,24.219812930013248,3.42,False
Ensemble,None,Sudden Drift,Small,Medium,Test,False,24.726313304362066,3.44,False
Ensemble,None,Sudden Drift,Small,Unimportant,Training,False,19.783680900561915,3.12,False
Ensemble,None,Sudden Drift,Small,Unimportant,Training/Test,False,21.409209738824668,3.23,False
Ensemble,None,Sudden Drift,Small,Unimportant,Test,False,17.770006332633223,2.94,False
Ensemble,None,Sudden Drift,Large,Important,Training,False,142.64355729665334,7.26,False
Ensemble,None,Sudden Drift,Large,Important,Training/Test,False,48.717764919336496,4.05,False
Ensemble,None,Sudden Drift,Large,Important,Test,True,207.24956138450145,7.3,False
Ensemble,None,Sudden Drift,Large,Medium,Training,False,24.68826254190897,3.46,False
Ensemble,None,Sudden Drift,Large,Medium,Training/Test,False,51.51160725059533,5.1,False
Ensemble,None,Sudden Drift,Large,Medium,Test,True,64.71320796621973,5.45,False
Ensemble,None,Sudden Drift,Large,Unimportant,Training,False,18.19794253556042,3.05,False
Ensemble,None,Sudden Drift,Large,Unimportant,Training/Test,False,21.04904912113581,3.12,False
Ensemble,None,Sudden Drift,Large,Unimportant,Test,False,21.778314630049547,3.31,False
Ensemble,None,Incremental Drift,Small,Important,Training,False,25.55057911890899,3.53,False
Ensemble,None,Incremental Drift,Small,Important,Training/Test,True,63.438059145684925,5.69,False
Ensemble,None,Incremental Drift,Small,Important,Test,True,64.98353554855873,5.63,False
Ensemble,None,Incremental Drift,Small,Medium,Training,False,19.54402290567532,3.2,False
Ensemble,None,Incremental Drift,Small,Medium,Training/Test,False,32.2032422013264,3.92,False
Ensemble,None,Incremental Drift,Small,Medium,Test,False,23.637643062673146,3.34,False
Ensemble,None,Incremental Drift,Small,Unimportant,Training,False,19.88644078497115,3.17,False
Ensemble,None,Incremental Drift,Small,Unimportant,Training/Test,False,20.215909799434765,3.17,False
Ensemble,None,Incremental Drift,Small,Unimportant,Test,False,17.89218671021576,2.93,False
Ensemble,None,Incremental Drift,Large,Important,Training,False,145.69579490579105,7.29,False
Ensemble,None,Incremental Drift,Large,Important,Training/Test,True,287.07575160834097,9.48,False
