,Dropped variable,Drift type,Drift magnitude,Variable importance,Drift time,MSE,MAPE,SMAPE
37,0,Sudden Drift,Small,Important,Fully observed,8.91267857560615,0.011586854708201567,1.166443841630236
38,0,Sudden Drift,Small,Important,Half observed,10.653795776441607,0.012532129075950452,1.2645191604174824
39,0,Sudden Drift,Small,Important,Unobserved,7.458914873503575,0.010427280855200066,1.049565454810131
40,0,Sudden Drift,Small,Medium,Fully observed,7.7696298882287245,0.011885501112208449,1.1914880428345098
41,0,Sudden Drift,Small,Medium,Half observed,7.898513745486179,0.012220521734201194,1.2282283810061074
42,0,Sudden Drift,Small,Medium,Unobserved,9.04375601687794,0.013205844455620817,1.3292779849896856
43,0,Sudden Drift,Small,Unimportant,Fully observed,10.310808404153903,0.015619703335583976,1.5695296257527271
44,0,Sudden Drift,Small,Unimportant,Half observed,7.53622610943958,0.012286710379206723,1.2365041156195486
45,0,Sudden Drift,Small,Unimportant,Unobserved,7.3971443406699535,0.012583244858547355,1.2662046551338872
46,0,Sudden Drift,Large,Important,Fully observed,20.726341420370556,0.011522752393692217,1.1590117745847255
47,0,Sudden Drift,Large,Important,Half observed,16.679844789265843,0.010268778749438594,1.0319785952803446
48,0,Sudden Drift,Large,Important,Unobserved,17.060196743093293,0.010436614693502629,1.0514331886929305
49,0,Sudden Drift,Large,Medium,Fully observed,6.678310346257626,0.008917715131915886,0.8940415045608237
50,0,Sudden Drift,Large,Medium,Half observed,6.9471375930375805,0.009022246441218225,0.9051410875207616
51,0,Sudden Drift,Large,Medium,Unobserved,10.687386276948976,0.011684467183211504,1.1742252077114512
52,0,Sudden Drift,Large,Unimportant,Fully observed,6.3095778673141165,0.011279685866718864,1.1320746296599589
53,0,Sudden Drift,Large,Unimportant,Half observed,7.015202875071954,0.011504638386957948,1.155367132690828
54,0,Sudden Drift,Large,Unimportant,Unobserved,7.246885266075039,0.011388985475363725,1.1474607483034944
55,0,Incremental Drift,Small,Important,Fully observed,7.144556729839936,0.012595274415320944,1.2636645407131106
56,0,Incremental Drift,Small,Important,Half observed,7.986262533369309,0.01309283283966387,1.3194357182359309
57,0,Incremental Drift,Small,Important,Unobserved,85.3226234051107,0.02426206016007974,2.531310081008475
58,0,Incremental Drift,Small,Medium,Fully observed,8.861608702751324,0.014316536666938978,1.4403253835071264
59,0,Incremental Drift,Small,Medium,Half observed,9.955885375290219,0.014832734926233613,1.4926964640597165
60,0,Incremental Drift,Small,Medium,Unobserved,27.1873494572405,0.018780039585975787,1.9093450477049245
61,0,Incremental Drift,Small,Unimportant,Fully observed,9.810142221369224,0.014687214385900193,1.4772911262067114
62,0,Incremental Drift,Small,Unimportant,Half observed,8.497623641316379,0.0139301309567526,1.4006368370520443
