LoadDate,Unnamed: 0,Group_Item,OrderQtyFirst,Year,Quarter,Month,Week,DayOfWeek,DayOfYear
2015-03-16 00:00:00+00:00,39501,1,42.0,2015,1,3,12,0,75
2015-03-16 00:00:00+00:00,55148,3,71.0,2015,1,3,12,0,75
2015-03-17 00:00:00+00:00,25887,5,32.0,2015,1,3,12,1,76
2015-03-17 00:00:00+00:00,39313,1,22.0,2015,1,3,12,1,76
2015-03-17 00:00:00+00:00,54626,3,23.0,2015,1,3,12,1,76
2015-03-17 00:00:00+00:00,34714,4,12.0,2015,1,3,12,1,76
2015-03-17 00:00:00+00:00,44030,2,7.0,2015,1,3,12,1,76
2015-03-18 00:00:00+00:00,34573,4,19.0,2015,1,3,12,2,77
2015-03-18 00:00:00+00:00,54192,3,75.0,2015,1,3,12,2,77
2015-03-18 00:00:00+00:00,42927,2,20.0,2015,1,3,12,2,77
2015-03-18 00:00:00+00:00,25298,5,16.0,2015,1,3,12,2,77
2015-03-18 00:00:00+00:00,39428,1,20.0,2015,1,3,12,2,77
2015-03-19 00:00:00+00:00,32983,4,35.0,2015,1,3,12,3,78
2015-03-19 00:00:00+00:00,25521,5,54.0,2015,1,3,12,3,78
2015-03-19 00:00:00+00:00,43486,2,13.0,2015,1,3,12,3,78
2015-03-19 00:00:00+00:00,54080,3,41.0,2015,1,3,12,3,78
2015-03-19 00:00:00+00:00,40007,1,32.0,2015,1,3,12,3,78
2015-03-20 00:00:00+00:00,42944,2,26.0,2015,1,3,12,4,79
2015-03-20 00:00:00+00:00,39927,1,47.0,2015,1,3,12,4,79
2015-03-20 00:00:00+00:00,32890,4,33.0,2015,1,3,12,4,79
2015-03-20 00:00:00+00:00,54339,3,48.0,2015,1,3,12,4,79
2015-03-20 00:00:00+00:00,25168,5,58.0,2015,1,3,12,4,79
2015-03-21 00:00:00+00:00,42662,2,5.0,2015,1,3,12,5,80
2015-03-21 00:00:00+00:00,40433,1,15.0,2015,1,3,12,5,80
2015-03-21 00:00:00+00:00,25319,5,8.0,2015,1,3,12,5,80
2015-03-21 00:00:00+00:00,34477,4,12.0,2015,1,3,12,5,80
2015-03-22 00:00:00+00:00,26636,5,8.0,2015,1,3,12,6,81
2015-03-23 00:00:00+00:00,25000,5,81.0,2015,1,3,13,0,82
2015-03-23 00:00:00+00:00,39016,1,43.0,2015,1,3,13,0,82
2015-03-23 00:00:00+00:00,33103,4,70.0,2015,1,3,13,0,82
